Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
16.622,3.12,14.84,-0.12,14.47,0.15,-58.40,0.38,18.17,0.00,0.20,45.50,6.97,25,19.03,2.06,2971,8.07,12.2,0.00,0
16.718,3.91,14.84,0.00,14.59,0.18,-58.40,0.38,18.17,0.00,0.20,45.50,6.97,25,19.12,2.08,2970,8.20,12.2,0.00,0
16.818,4.69,14.84,0.00,14.70,0.14,-58.47,0.38,18.15,0.00,0.20,45.50,6.97,25,19.26,2.06,2970,8.00,12.2,0.00,0
16.916,4.69,14.84,0.00,14.59,0.10,-58.47,0.38,18.22,0.00,0.20,45.50,7.02,25,19.04,2.08,2993,8.00,12.2,0.00,0
17.015,4.69,14.84,0.00,14.59,0.09,-58.47,0.38,18.14,0.00,0.20,45.50,7.03,25,19.03,2.06,2998,8.20,12.2,0.00,0
17.113,4.69,14.84,0.00,14.47,0.09,-58.61,0.38,18.16,0.00,0.20,45.50,7.02,25,19.11,2.08,2994,8.14,12.2,0.00,0
17.211,3.91,14.84,0.00,14.47,0.10,-58.47,0.38,18.15,0.00,0.20,45.50,7.00,25,19.11,2.08,2984,8.00,12.2,0.00,0
17.311,3.91,14.84,0.00,14.47,0.10,-58.54,0.39,18.17,0.00,0.20,45.50,7.58,25,19.26,2.08,2960,8.20,12.2,0.00,0
17.404,4.69,14.84,0.00,14.59,0.10,-58.54,0.39,18.12,0.00,0.20,45.50,7.59,25,19.03,2.08,2965,8.20,12.2,0.00,0
17.505,3.91,14.84,0.00,14.47,0.10,-58.54,0.39,18.14,0.00,0.20,45.50,6.95,25,18.96,2.06,2962,8.00,12.2,0.00,0
17.603,3.91,14.84,-0.12,14.47,0.11,-58.74,0.38,18.15,0.00,0.20,45.50,6.95,25,18.96,2.06,2963,8.20,12.2,0.00,0
17.699,4.69,14.84,0.00,14.59,0.12,-58.47,0.38,18.16,0.00,0.20,45.50,6.98,25,19.03,2.06,2976,8.20,12.2,0.00,0
17.797,4.69,14.84,0.00,14.59,0.10,-58.61,0.39,18.18,0.00,0.20,45.50,6.99,25,19.11,2.08,2978,8.41,12.2,0.00,0
17.900,4.69,14.84,0.00,14.59,0.10,-58.54,0.39,18.18,0.00,0.20,45.50,6.99,25,18.96,2.06,2980,8.27,12.2,0.00,0
17.992,3.91,14.84,-0.12,14.47,0.10,-58.54,0.39,18.20,0.00,0.53,46.00,6.93,25,19.11,2.06,2954,8.20,12.2,0.00,0
18.092,3.91,14.84,0.00,14.47,0.12,-58.61,0.38,18.19,0.00,0.53,46.00,6.93,25,19.11,2.06,2952,8.55,12.2,0.00,0
18.190,4.69,14.84,0.00,14.59,0.10,-58.61,0.39,18.17,0.00,0.53,46.00,7.55,25,19.03,2.06,2951,8.41,12.2,0.00,0
18.296,4.69,14.84,0.00,14.59,0.10,-58.61,0.38,18.24,0.00,0.53,46.00,6.98,25,18.96,2.06,2976,8.41,12.2,0.00,0
18.391,4.69,14.84,0.00,14.59,0.09,-58.54,0.38,18.19,0.00,0.53,46.00,6.97,25,18.88,2.06,2970,8.48,12.2,0.00,0
18.487,4.69,14.84,0.00,14.59,0.09,-58.81,0.38,18.19,0.00,0.53,46.00,6.97,25,18.80,2.06,2970,8.41,12.2,0.00,0
18.586,5.47,14.84,0.00,14.59,0.09,-58.61,0.38,18.22,0.00,0.53,45.50,6.93,25,18.80,2.06,2953,8.69,12.2,0.00,0
18.682,5.47,14.84,0.00,14.59,0.08,-58.61,0.38,18.19,0.00,0.53,46.00,6.92,25,18.96,2.06,2947,8.55,12.2,0.00,0
18.778,6.25,14.84,0.00,14.59,0.09,-58.54,0.38,18.23,0.00,0.53,46.00,6.92,25,19.11,2.06,2949,8.34,12.2,0.00,0
18.878,5.47,14.84,0.00,14.59,0.08,-58.54,0.39,18.19,0.00,0.53,46.00,6.96,25,18.96,2.06,2964,8.34,12.2,0.00,0
18.978,5.47,14.84,-0.12,14.47,0.09,-58.54,0.38,18.17,0.00,0.53,46.00,6.96,25,18.96,2.06,2964,8.55,12.2,0.00,0
19.069,5.47,14.84,0.00,14.47,0.10,-58.40,0.39,18.16,0.00,0.53,46.00,6.96,25,18.80,2.06,2967,8.55,12.2,0.00,0
19.169,4.69,14.84,-0.12,14.47,0.10,-58.74,0.38,18.21,0.00,0.53,46.00,6.90,25,18.88,2.06,2940,8.27,12.2,0.00,0
19.268,5.47,14.84,0.00,14.47,0.11,-58.61,0.38,18.18,0.00,0.53,46.00,7.51,25,19.11,2.06,2936,8.41,12.2,0.00,0
19.366,4.69,14.84,-0.12,14.47,0.10,-58.47,0.39,18.17,0.00,0.53,46.00,6.90,25,18.96,2.06,2941,8.48,12.2,0.00,0
19.472,4.69,14.84,-0.12,14.47,0.10,-58.74,0.39,18.17,0.00,0.53,46.00,7.58,25,18.95,2.06,2960,8.62,12.2,0.00,0
19.568,4.69,14.84,0.00,14.47,0.11,-58.61,0.39,18.16,0.00,0.53,46.00,6.94,25,18.96,2.06,2959,8.41,12.2,0.00,0
19.663,3.91,14.84,-0.12,14.47,0.11,-58.47,0.39,18.20,0.00,0.53,46.00,6.88,25,19.04,2.06,2934,8.48,12.2,0.00,0
19.760,3.91,14.84,-0.12,14.36,0.11,-58.74,0.39,18.25,0.00,0.53,46.00,6.89,25,18.96,2.06,2937,8.48,12.2,0.00,0
19.855,4.69,14.84,0.00,14.47,0.12,-58.61,0.39,18.18,0.00,0.53,46.00,6.89,25,18.96,2.06,2936,8.69,12.2,0.00,0
19.958,3.91,14.84,-0.12,14.47,0.10,-58.74,0.39,18.20,0.00,0.53,46.00,6.94,25,19.11,2.06,2959,8.55,12.2,0.00,0
20.051,3.91,14.84,-0.12,14.47,0.10,-58.47,0.39,18.20,0.00,0.53,46.00,6.94,25,18.80,2.06,2956,8.55,12.2,0.00,0
20.154,3.12,14.84,-0.12,14.36,0.10,-58.54,0.39,18.22,0.00,0.53,46.00,6.92,25,19.03,2.08,2950,8.48,12.2,0.00,0
20.251,3.91,14.84,0.00,14.47,0.10,-58.54,0.39,18.18,0.00,0.53,46.00,6.87,25,19.18,2.08,2926,8.62,12.2,0.00,0
20.344,3.91,14.84,0.00,14.59,0.09,-58.54,0.39,18.16,0.00,0.53,46.00,6.88,25,19.03,2.06,2931,8.62,12.2,0.00,0
20.441,3.12,14.84,0.00,14.47,0.09,-58.61,0.39,18.16,0.00,0.53,46.00,6.93,25,18.96,2.06,2952,8.55,12.2,0.00,0
20.539,3.12,14.84,0.00,14.47,0.10,-58.61,0.39,18.20,0.00,0.53,46.00,6.92,25,19.19,2.06,2948,8.48,12.2,0.00,0
20.641,3.91,14.84,0.00,14.59,0.10,-58.54,0.39,18.20,0.00,0.53,46.00,6.92,25,19.03,2.06,2948,8.34,12.2,0.00,0
20.738,3.91,14.84,0.00,14.59,0.10,-58.61,0.39,18.18,0.00,0.53,46.00,6.88,25,18.95,2.06,2930,8.55,12.2,0.00,0
20.833,3.91,14.84,0.00,14.47,0.10,-58.54,0.39,18.18,0.00,0.53,46.00,6.87,25,18.96,2.06,2927,8.55,12.2,0.00,0
20.934,3.91,14.84,0.00,14.47,0.10,-58.54,0.39,18.18,0.00,0.53,46.00,6.90,25,19.03,2.06,2942,8.62,12.2,0.00,0
21.045,3.91,14.84,0.00,14.47,0.10,-58.40,0.39,18.21,0.00,0.53,46.00,6.90,25,19.03,2.06,2940,8.41,12.2,0.00,0
21.127,4.69,14.84,0.00,14.59,0.10,-58.61,0.39,18.18,0.00,0.53,46.00,6.87,25,19.04,2.06,2927,8.34,12.2,0.00,0
21.228,3.91,14.84,0.00,14.47,0.10,-58.61,0.39,18.20,0.00,0.53,46.00,6.84,25,18.96,2.06,2916,8.76,12.2,0.00,0
21.329,3.91,14.84,0.00,14.47,0.10,-58.47,0.39,18.20,0.00,0.53,46.00,6.85,25,19.11,2.06,2919,8.62,12.2,0.00,0
21.425,3.91,14.84,0.00,14.47,0.10,-58.54,0.39,18.18,0.00,0.53,46.00,6.91,25,19.03,2.06,2944,8.48,12.2,0.00,0
21.527,4.69,14.84,0.00,14.59,0.10,-58.54,0.39,18.17,0.00,0.53,46.00,6.90,25,18.88,2.06,2940,8.55,12.2,0.00,0
21.618,3.91,14.84,0.00,14.47,0.10,-58.47,0.39,18.22,0.00,0.53,46.00,6.85,25,19.03,2.06,2917,8.55,12.2,0.00,0
21.723,4.69,14.84,0.00,14.59,0.10,-58.54,0.39,18.20,0.00,0.53,46.00,6.86,25,18.88,2.06,2922,8.62,12.2,0.00,0
21.812,4.69,14.84,0.00,14.47,0.10,-58.47,0.39,18.20,0.00,0.53,46.00,6.89,25,19.03,2.06,2938,8.55,12.2,0.00,0
21.914,4.69,14.84,0.00,14.47,0.10,-58.61,0.39,18.21,0.00,0.53,46.00,6.89,25,18.96,2.06,2938,8.69,12.2,0.00,0
22.012,5.47,14.84,0.00,14.59,0.11,-58.40,0.39,18.19,0.00,0.53,46.00,6.89,25,18.96,2.06,2938,8.48,12.2,0.00,0
22.112,4.69,14.84,0.00,14.47,0.10,-58.47,0.39,18.20,0.00,0.53,46.00,6.83,25,18.96,2.06,2911,8.55,12.2,0.00,0
22.208,5.47,14.84,0.00,14.47,0.10,-58.61,0.39,18.20,0.00,0.53,46.00,6.83,25,18.96,2.06,2910,8.55,12.2,0.00,0
22.310,5.47,14.84,0.00,14.59,0.12,-58.54,0.39,18.20,0.00,0.53,46.00,7.51,25,18.96,2.06,2934,8.69,12.2,0.00,0
22.409,5.47,14.84,0.00,14.47,0.12,-58.74,0.39,18.20,0.00,0.53,46.00,7.51,25,18.88,2.06,2934,8.76,12.2,0.00,0
22.501,5.47,14.84,0.00,14.47,0.11,-58.40,0.39,18.21,0.00,0.53,46.00,6.82,25,18.96,2.06,2907,8.62,12.2,0.00,0
22.600,5.47,14.84,-0.12,14.47,0.12,-58.47,0.39,18.22,0.00,0.53,46.00,6.83,25,18.80,2.06,2909,8.55,12.2,0.00,0
22.700,5.47,14.84,0.00,14.47,0.12,-58.54,0.39,18.18,0.00,0.53,46.00,6.88,25,18.80,2.06,2932,8.62,12.2,0.00,0
22.797,6.25,14.84,0.00,14.59,0.13,-58.26,0.39,18.25,0.00,0.53,46.00,6.87,25,18.88,2.06,2926,8.55,12.2,0.00,0
22.897,6.25,14.84,0.00,14.59,0.12,-58.54,0.39,18.17,0.00,0.53,46.00,6.82,25,18.88,2.06,2906,8.62,12.2,0.00,0
22.993,5.47,14.84,0.00,14.47,0.10,-58.61,0.39,18.20,0.00,0.53,46.00,7.45,25,19.04,2.06,2909,8.76,12.2,0.00,0
23.088,5.47,14.84,-0.12,14.47,0.10,-58.54,0.39,18.23,0.00,0.53,46.00,6.86,25,18.80,2.06,2925,8.89,12.2,0.00,0
23.192,4.69,14.84,-0.12,14.36,0.12,-58.47,0.39,18.18,0.00,0.53,46.00,7.49,25,18.96,2.06,2927,8.62,12.2,0.00,0
23.282,5.47,14.84,0.00,14.47,0.14,-58.40,0.39,18.24,0.00,0.53,46.00,6.86,25,18.96,2.06,2922,8.62,12.2,0.00,0
23.387,4.69,14.84,-0.12,14.47,0.13,-58.47,0.39,18.21,0.00,0.53,46.00,6.82,25,18.96,2.06,2905,8.62,12.2,0.00,0
23.483,4.69,14.84,0.00,14.47,0.14,-58.61,0.39,18.21,0.00,0.53,46.00,6.80,25,18.96,2.06,2896,8.83,12.5,0.00,0
23.579,3.91,14.84,-0.12,14.36,0.14,-57.64,0.39,18.18,0.00,0.53,46.50,7.48,25,19.64,2.08,2920,8.89,12.5,0.00,0
23.676,4.69,14.84,0.00,14.47,0.17,-57.30,0.40,18.01,0.00,0.53,46.50,7.48,25,19.56,2.08,2921,8.69,12.5,0.00,0
23.780,5.47,14.84,0.00,14.59,0.14,-57.16,0.40,17.99,0.00,0.53,46.50,7.42,25,19.64,2.08,2899,8.27,12.5,0.00,0
23.871,4.69,14.84,-0.12,14.47,0.10,-57.16,0.41,18.00,0.00,0.53,46.50,7.42,25,19.56,2.08,2897,8.14,12.5,0.00,0
23.969,4.69,14.84,-0.12,14.36,0.10,-57.30,0.40,18.01,0.00,0.53,46.50,7.46,25,19.56,2.08,2916,8.62,12.5,0.00,0
24.067,4.69,14.84,-0.12,14.47,0.13,-56.67,0.40,18.03,0.00,0.53,46.50,7.47,25,20.67,2.14,2919,8.55,14.9,0.00,0
24.168,7.03,14.84,0.00,14.70,0.14,-50.61,0.44,16.12,0.00,0.53,46.50,8.65,25,23.74,2.20,2897,20.41,15.7,0.00,0
24.267,10.16,14.84,0.12,15.04,0.08,-47.92,0.48,17.10,0.00,0.53,46.50,9.28,25,24.20,2.22,2899,18.89,15.7,0.00,0
24.361,9.38,14.84,0.00,14.81,0.07,-46.82,0.49,16.95,0.00,0.53,46.50,9.34,25,24.47,2.22,2920,16.06,15.7,0.00,0
24.467,7.03,14.84,-0.12,14.24,0.11,-46.75,0.50,16.87,0.00,0.53,46.50,9.35,25,24.38,2.22,2922,14.75,15.7,0.00,0
24.566,6.25,14.84,-0.12,14.13,0.65,-46.68,0.50,16.86,0.00,0.53,46.50,9.29,25,24.47,2.22,2904,14.27,15.7,0.00,0
24.656,5.47,14.84,-0.12,14.36,0.86,-46.40,0.50,16.81,0.00,0.53,46.50,9.28,25,24.29,2.22,2901,14.27,15.7,0.00,0
24.757,3.91,14.84,-0.12,14.24,0.86,-46.40,0.50,16.74,0.00,0.53,46.50,9.36,25,24.47,2.22,2926,14.13,15.7,0.00,0
24.853,3.91,14.84,-0.12,14.36,0.85,-46.40,0.50,16.73,0.00,0.53,46.50,9.37,25,24.47,2.22,2928,14.13,15.7,0.00,0
24.950,3.12,14.84,-0.12,14.36,0.85,-46.26,0.50,16.69,0.00,0.53,46.50,9.31,25,24.57,2.22,2908,13.93,15.7,0.00,0
25.046,3.12,14.84,-0.12,14.36,0.84,-45.99,0.50,16.67,0.00,0.53,46.50,9.31,25,24.66,2.22,2909,13.93,15.7,0.00,0
25.151,2.34,14.84,-0.12,14.47,0.84,-45.64,0.50,16.68,0.00,0.53,46.50,9.38,25,24.66,2.24,2933,13.51,15.7,0.00,0
25.250,2.34,14.84,-0.12,14.36,0.82,-45.85,0.50,16.69,0.00,0.53,46.50,9.39,25,24.47,2.22,2934,13.51,15.7,0.00,0
25.340,3.12,14.84,0.00,14.59,0.80,-45.64,0.50,16.72,0.00,0.53,46.50,9.32,25,24.75,2.24,2912,13.31,15.7,0.00,0
25.444,3.12,14.84,0.00,14.59,0.73,-45.64,0.51,16.71,0.00,0.53,46.50,9.32,25,24.66,2.24,2912,13.24,15.7,0.00,0
25.537,2.34,14.84,0.00,14.47,0.73,-45.57,0.51,16.70,0.00,0.53,46.50,9.39,25,24.56,2.22,2934,13.44,15.7,0.00,0
25.634,3.12,14.84,0.00,14.70,0.74,-45.30,0.51,16.71,0.00,0.53,46.50,9.39,25,24.66,2.24,2935,13.03,15.7,0.00,0
25.735,3.12,14.84,0.00,14.59,0.72,-45.30,0.51,16.67,0.00,0.53,46.50,9.41,25,24.65,2.24,2940,13.03,15.7,0.00,0
25.830,3.91,14.84,0.00,14.59,0.73,-45.57,0.51,16.68,0.00,0.53,46.50,9.34,25,24.85,2.24,2918,13.10,15.7,0.00,0
25.928,3.91,14.84,0.00,14.59,0.75,-45.30,0.51,16.72,0.00,0.53,46.50,9.34,25,24.76,2.24,2919,12.96,15.7,0.00,0
26.034,3.12,14.84,0.00,14.47,0.76,-45.16,0.51,16.65,0.00,0.53,46.50,9.43,25,24.94,2.24,2946,12.62,15.7,0.00,0
26.124,3.91,14.84,0.00,14.59,0.77,-45.16,0.51,16.65,0.00,0.53,46.50,9.43,25,24.83,2.24,2948,12.82,15.7,0.00,0
26.226,3.12,14.84,0.00,14.47,0.77,-45.16,0.51,16.67,0.00,0.53,46.50,9.44,25,24.84,2.24,2949,12.76,15.7,0.00,0
26.324,3.91,14.84,0.00,14.59,0.78,-45.09,0.51,16.68,0.00,0.53,46.50,9.37,25,24.94,2.24,2930,12.82,15.7,0.00,0
26.423,3.91,14.84,0.00,14.59,0.78,-44.88,0.51,16.67,0.00,0.53,46.50,9.36,25,25.04,2.24,2925,12.82,15.7,0.00,0
26.524,3.91,14.84,0.00,14.59,0.70,-44.88,0.51,16.67,0.00,0.53,46.50,9.44,25,25.03,2.24,2951,12.55,15.7,0.00,0
26.619,3.91,14.84,0.00,14.59,0.71,-44.75,0.51,16.66,0.00,0.53,46.50,9.45,25,25.03,2.24,2952,12.55,15.7,0.00,0
26.718,3.12,14.84,0.00,14.47,0.75,-44.88,0.51,16.63,0.00,0.53,46.50,9.45,25,25.03,2.24,2952,12.41,15.7,0.00,0
26.837,3.12,14.84,0.00,14.47,0.77,-44.88,0.51,16.63,0.00,0.53,46.50,9.40,25,24.94,2.24,2936,12.62,15.7,0.00,0
26.917,3.12,14.84,-0.12,14.47,0.83,-44.82,0.51,16.66,0.00,0.53,46.50,9.38,25,25.03,2.24,2932,12.27,15.7,0.00,0
27.020,3.12,14.84,0.00,14.59,0.79,-44.88,0.51,16.64,0.00,0.53,46.50,9.47,25,24.94,2.24,2959,12.34,15.7,0.00,0
27.113,3.12,14.84,0.00,14.47,0.81,-44.75,0.51,16.66,0.00,0.53,46.50,9.48,25,25.03,2.24,2962,12.55,15.7,0.00,0
27.211,3.91,14.84,0.00,14.59,0.76,-44.75,0.51,16.64,0.00,0.53,46.50,9.48,25,24.84,2.24,2962,12.55,15.7,0.00,0
27.306,3.12,14.84,0.00,14.59,0.70,-44.88,0.51,16.66,0.00,0.53,46.50,9.40,25,25.03,2.24,2939,12.48,15.7,0.00,0
27.405,3.91,14.84,0.00,14.59,0.76,-44.88,0.51,16.63,0.00,0.53,46.50,9.41,25,25.03,2.24,2942,12.55,15.7,0.00,0
27.503,3.12,14.84,0.00,14.47,0.70,-44.88,0.51,16.64,0.00,0.53,46.50,9.42,25,25.12,2.24,2945,13.17,15.7,0.00,0
27.594,3.91,14.84,0.00,14.59,0.81,-44.68,0.51,16.66,0.00,0.53,46.50,9.51,25,25.03,2.24,2971,12.62,15.7,0.00,0
27.693,3.12,14.84,0.00,14.47,0.79,-44.82,0.51,16.64,0.00,0.53,46.50,9.50,25,25.03,2.24,2968,12.27,15.7,0.00,0
27.792,3.91,14.84,0.00,14.59,0.80,-44.82,0.51,16.63,0.00,0.53,46.50,9.52,25,25.22,2.24,2974,12.48,15.7,0.00,0
27.897,3.91,14.84,0.00,14.59,0.77,-44.54,0.51,16.62,0.00,0.53,46.50,9.44,25,24.94,2.24,2950,13.03,15.7,0.00,0
27.989,3.91,14.84,0.00,14.59,0.73,-44.33,0.51,16.63,0.00,0.53,46.50,9.46,25,25.22,2.24,2957,13.03,15.7,0.00,0
28.083,3.91,14.84,0.00,14.59,0.76,-44.54,0.51,16.61,0.00,0.53,46.50,9.46,25,25.03,2.24,2957,13.24,15.7,0.00,0
28.185,3.12,14.84,0.00,14.59,0.78,-44.54,0.51,16.64,0.00,0.53,46.50,9.53,25,25.12,2.24,2978,12.96,15.7,0.00,0
28.285,3.91,14.84,0.00,14.59,0.79,-44.47,0.51,16.64,0.00,0.53,46.50,9.53,25,25.12,2.24,2978,12.89,15.7,0.00,0
28.381,3.91,14.84,0.00,14.59,0.76,-44.47,0.51,16.62,0.00,0.53,46.50,9.54,25,25.12,2.24,2981,12.96,15.7,0.00,0
28.480,3.12,14.84,0.00,14.47,0.71,-44.47,0.51,16.62,0.00,0.53,46.50,9.49,25,25.41,2.24,2967,13.10,15.7,0.00,0
28.576,2.34,14.84,-0.12,14.47,0.83,-44.40,0.51,16.61,0.00,0.53,46.50,9.47,25,25.22,2.24,2958,13.03,15.7,0.00,0
28.674,3.12,14.84,0.00,14.47,0.81,-44.47,0.51,16.62,0.00,0.53,46.50,9.48,25,25.12,2.24,2962,12.96,15.7,0.00,0
28.776,3.12,14.84,0.00,14.59,0.75,-44.54,0.51,16.60,0.00,0.53,46.50,9.48,25,25.41,2.24,2963,12.89,15.7,0.00,0
28.870,3.12,14.84,0.00,14.59,0.73,-44.68,0.51,16.63,0.00,0.53,46.50,9.56,25,25.22,2.24,2987,13.03,15.7,0.00,0
28.971,3.12,14.84,0.00,14.59,0.74,-44.40,0.51,16.61,0.00,0.53,46.50,9.56,25,25.31,2.24,2988,12.96,15.7,0.00,0
29.068,3.12,14.84,0.00,14.59,0.77,-44.54,0.51,16.60,0.00,0.53,46.50,9.57,25,25.22,2.24,2991,13.03,15.7,0.00,0
29.167,3.91,14.84,0.00,14.59,0.73,-44.54,0.51,16.61,0.00,0.53,46.50,9.59,25,25.12,2.24,2996,13.03,15.7,0.00,0
29.266,3.12,14.84,0.00,14.59,0.73,-44.47,0.51,16.61,0.00,0.53,46.50,9.52,25,25.21,2.24,2976,13.03,15.7,0.00,0
29.366,3.12,14.84,0.00,14.59,0.71,-44.54,0.51,16.61,0.00,0.53,46.50,9.52,25,25.41,2.24,2976,12.96,15.7,0.00,0
29.461,3.12,14.84,0.00,14.59,0.79,-44.40,0.51,16.62,0.00,0.20,46.50,10.15,25,25.41,2.24,2974,13.03,15.7,0.00,0
29.559,3.12,14.84,0.00,14.59,0.74,-44.33,0.51,16.59,0.00,0.20,46.50,10.18,25,25.22,2.24,2984,12.89,15.7,0.00,0
29.658,3.12,14.84,0.00,14.59,0.79,-44.40,0.51,16.60,0.00,0.20,46.50,9.60,25,25.32,2.24,3000,12.69,15.7,0.00,0
29.757,3.12,14.84,0.00,14.59,0.76,-44.47,0.51,16.61,0.00,0.20,46.50,9.60,25,25.41,2.24,3000,12.96,15.7,0.00,0
29.853,3.91,14.84,0.00,14.70,0.69,-44.40,0.51,16.62,0.00,0.20,46.50,9.60,25,24.75,2.22,3000,12.96,14.9,0.00,0
29.951,2.34,14.84,-0.12,14.47,0.57,-47.02,0.50,16.70,0.00,0.20,46.50,9.62,25,23.61,2.18,3006,9.03,13.7,0.00,0
30.050,-0.78,14.84,-0.25,14.01,0.84,-51.02,0.47,16.84,0.00,0.20,46.50,8.27,25,20.81,2.08,2981,3.24,12.2,0.00,0
30.144,-6.25,14.84,-0.38,13.55,0.89,-56.26,0.42,18.55,0.00,0.20,46.00,6.98,25,18.19,2.04,2976,1.79,11.4,0.00,0
30.249,-5.47,14.84,-0.12,14.01,0.90,-58.88,0.38,17.32,0.00,0.20,45.00,7.00,25,17.84,2.04,2982,5.86,11.4,0.00,0
30.337,-4.69,14.84,0.00,14.47,0.85,-59.43,0.37,17.27,0.00,0.20,44.50,6.99,25,17.78,2.04,2977,6.83,11.4,0.00,0
30.446,-3.12,14.84,0.00,14.81,0.70,-60.05,0.36,17.31,0.00,0.20,44.50,7.03,25,17.61,2.00,2995,7.45,10.2,0.00,0
30.543,-2.34,14.84,0.00,14.81,0.23,-63.64,0.34,17.53,0.00,0.20,43.00,6.39,25,15.40,1.94,2994,5.52,9.8,0.00,0
30.638,-5.47,14.84,-0.12,14.24,0.10,-65.57,0.32,17.89,0.00,0.20,42.00,5.74,25,15.02,1.92,2988,8.34,9.4,0.00,0
30.737,-4.69,14.84,-0.12,14.36,0.17,-66.19,0.31,17.85,0.00,0.20,42.00,5.74,25,14.91,1.92,2990,9.38,9.4,0.00,0
30.834,-3.12,14.84,0.00,14.70,0.58,-66.60,0.30,17.96,0.00,0.20,41.50,5.69,25,15.02,1.92,2966,10.48,9.8,0.00,0
30.926,-1.56,14.84,0.00,14.81,0.30,-66.81,0.30,17.96,0.00,0.20,41.50,5.68,25,14.90,1.92,2960,11.10,9.8,0.00,0
31.034,0.00,14.84,0.00,14.93,0.10,-66.81,0.30,17.87,0.00,0.20,41.50,5.69,25,15.06,1.92,2962,10.76,9.8,0.00,0
31.126,0.00,14.84,0.00,14.70,0.07,-67.02,0.30,17.83,0.00,0.20,41.50,5.69,25,15.01,1.94,2961,10.89,11.4,0.00,0
31.224,-3.12,14.84,-0.12,14.13,0.07,-58.88,0.32,17.56,0.00,0.20,44.50,8.31,25,21.93,2.18,2998,15.38,16.5,0.00,0
31.326,0.00,14.84,0.00,14.59,0.43,-48.19,0.43,14.26,0.00,0.20,46.50,9.53,25,25.42,2.26,2978,27.37,16.9,0.00,0
31.424,6.25,14.84,0.12,15.50,0.09,-44.40,0.49,16.50,0.00,0.20,46.50,10.16,25,26.18,2.26,2978,21.17,16.9,0.00,0
31.521,7.03,14.84,0.12,15.16,0.06,-43.71,0.52,16.40,0.00,0.20,46.50,10.12,25,25.97,2.26,2964,18.55,16.9,0.00,0
31.617,6.25,14.84,0.00,14.59,0.07,-42.95,0.52,16.35,0.00,0.20,46.50,10.13,25,26.38,2.26,2967,17.79,16.5,0.00,0
31.716,5.47,14.84,-0.12,14.47,0.12,-42.89,0.53,16.34,0.00,0.20,46.50,10.12,25,25.97,2.28,2966,16.62,16.5,0.00,0
31.818,4.69,14.84,-0.12,14.36,0.55,-42.68,0.53,16.34,0.00,0.20,46.50,10.13,25,26.38,2.28,2968,16.82,16.5,0.00,0
31.906,3.91,14.84,-0.12,14.47,0.82,-42.47,0.53,16.35,0.00,0.20,46.50,10.21,25,26.16,2.28,2992,16.55,16.5,0.00,0
32.010,3.91,14.84,-0.12,14.36,0.82,-42.33,0.53,16.36,0.00,0.20,46.50,10.22,25,26.17,2.28,2994,16.34,16.5,0.00,0
32.106,3.91,14.84,-0.12,14.47,0.83,-41.92,0.53,16.37,0.00,0.20,46.50,10.23,25,26.48,2.28,2996,16.13,16.5,0.00,0
32.202,3.12,14.84,-0.12,14.47,0.81,-41.78,0.53,16.37,0.00,0.20,46.50,10.23,25,26.69,2.28,2998,15.86,16.5,0.00,0
32.298,3.12,14.84,0.00,14.47,0.80,-41.71,0.53,16.37,0.00,0.20,46.50,10.17,25,26.58,2.28,2980,15.86,16.5,0.00,0
32.397,3.12,14.84,0.00,14.59,0.80,-41.64,0.53,16.36,0.00,0.20,46.50,10.17,25,26.79,2.30,2979,16.20,16.5,0.00,0
32.500,3.12,14.84,0.00,14.59,0.73,-41.64,0.54,16.34,0.00,0.20,46.50,10.18,25,26.69,2.28,2983,15.38,16.5,0.00,0
32.598,3.12,14.84,0.00,14.59,0.77,-41.30,0.54,16.36,0.00,0.20,46.50,10.19,25,26.80,2.28,2985,15.44,16.5,0.00,0
32.697,3.12,14.84,0.00,14.59,0.75,-41.16,0.54,16.35,0.00,0.20,46.50,10.27,25,26.79,2.28,3010,15.17,16.5,0.00,0
32.796,3.12,14.84,0.00,14.59,0.73,-40.95,0.54,16.39,0.00,0.20,46.50,10.27,25,26.79,2.28,3009,15.03,16.5,0.00,0
32.888,3.91,14.84,0.00,14.59,0.70,-40.95,0.54,16.40,0.00,0.20,46.50,10.29,25,27.00,2.28,3015,14.82,16.5,0.00,0
32.989,3.91,14.84,0.00,14.59,0.66,-40.75,0.54,16.36,0.00,0.20,46.50,10.30,25,27.11,2.28,3018,14.75,16.5,0.00,0
33.086,3.91,14.84,0.00,14.59,0.66,-40.82,0.54,16.39,0.00,0.20,46.50,10.29,25,26.79,2.28,3014,14.82,16.5,0.00,0
33.183,4.69,14.84,0.00,14.59,0.68,-40.82,0.54,16.38,0.00,0.20,46.50,10.86,25,27.21,2.30,2996,14.62,16.5,0.00,0
