Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AF Sens 3 Volts (V),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
62.590,1.56,14.84,0.00,14.59,0.61,-28.20,0.65,16.11,0.00,0.79,45.50,10.77,20,30.53,2.38,2804,11.45,18.0,0.00,0
62.688,0.78,14.84,0.00,14.47,0.61,-28.75,0.65,16.07,0.00,0.79,45.50,10.70,20,30.53,2.38,2787,11.24,18.0,0.00,0
62.793,0.78,14.84,-0.12,14.36,0.76,-28.48,0.65,16.09,0.00,0.79,45.50,10.69,20,30.31,2.36,2783,10.55,18.0,0.00,0
62.885,0.78,14.84,0.00,14.47,0.74,-28.34,0.65,16.07,0.00,0.79,45.50,10.76,20,30.31,2.36,2802,11.17,18.0,0.00,0
62.989,0.78,14.84,0.00,14.47,0.62,-28.34,0.65,16.10,0.00,0.79,45.50,10.69,20,30.08,2.36,2785,11.24,18.0,0.00,0
63.081,0.00,14.84,-0.12,14.47,0.72,-28.48,0.65,16.09,0.00,0.79,45.50,10.78,20,30.42,2.36,2808,11.17,18.0,0.00,0
63.181,0.78,14.84,0.00,14.47,0.72,-28.54,0.65,16.09,0.00,0.79,45.50,10.70,20,30.64,2.38,2786,11.51,17.6,0.00,0
63.277,0.78,14.84,-0.12,14.47,0.64,-28.34,0.65,16.06,0.00,0.79,45.50,11.40,20,30.54,2.38,2812,11.17,18.0,0.00,0
63.373,0.00,14.84,-0.12,14.36,0.70,-28.54,0.65,16.08,0.00,0.79,45.50,10.73,20,30.31,2.36,2793,11.24,18.0,0.00,0
63.479,0.78,14.84,0.00,14.36,0.75,-28.48,0.65,16.09,0.00,0.79,45.50,10.71,20,30.42,2.36,2788,11.45,18.0,0.00,0
63.568,0.78,14.84,-0.12,14.47,0.73,-28.48,0.65,16.07,0.00,0.79,45.50,10.81,20,30.54,2.36,2814,11.38,18.0,0.00,0
63.668,0.78,14.84,0.00,14.59,0.60,-28.41,0.65,16.11,0.00,0.79,45.50,10.71,20,30.20,2.38,2790,11.45,18.0,0.00,0
63.766,0.00,14.84,-0.12,14.36,0.72,-28.48,0.65,16.08,0.00,0.79,45.50,10.78,20,30.53,2.36,2808,11.17,18.0,0.00,0
63.862,0.78,14.84,0.00,14.47,0.74,-28.61,0.65,16.09,0.00,0.79,45.50,10.72,20,30.08,2.36,2792,11.51,18.0,0.00,0
63.962,0.78,14.84,-0.12,14.47,0.61,-28.48,0.65,16.08,0.00,0.79,45.50,10.81,20,30.31,2.36,2814,11.45,17.6,0.00,0
64.062,0.78,14.84,0.00,14.47,0.58,-28.75,0.65,16.10,0.00,0.79,45.50,10.72,20,30.31,2.36,2792,11.38,18.0,0.00,0
64.163,1.56,14.84,0.00,14.47,0.71,-28.61,0.65,16.08,0.00,0.79,45.50,10.74,20,30.31,2.36,2797,11.45,18.0,0.00,0
64.256,0.00,14.84,-0.12,14.36,0.75,-28.34,0.65,16.08,0.00,0.79,45.50,10.83,20,30.31,2.36,2820,11.51,18.0,0.00,0
64.364,1.56,14.84,-0.12,14.47,0.67,-28.34,0.65,16.09,0.00,0.79,45.50,10.73,20,30.54,2.36,2793,11.51,18.0,0.00,0
64.465,0.78,14.84,0.00,14.47,0.64,-28.82,0.65,16.08,0.00,0.79,45.50,10.78,20,30.09,2.36,2808,11.17,18.0,0.00,0
64.562,0.78,14.84,-0.12,14.47,0.74,-28.61,0.65,16.08,0.00,0.79,45.50,10.75,20,30.31,2.36,2799,11.45,18.0,0.00,0
64.663,0.00,14.84,-0.12,14.36,0.70,-28.48,0.65,16.10,0.00,0.79,45.50,10.84,20,30.31,2.36,2823,11.38,18.0,0.00,0
64.748,0.78,14.84,0.00,14.47,0.68,-28.75,0.65,16.08,0.00,0.79,45.50,10.80,20,30.32,2.36,2814,11.72,18.0,0.00,0
64.851,0.78,14.84,0.00,14.47,0.70,-28.61,0.65,16.11,0.00,0.79,45.50,10.75,20,30.42,2.36,2799,11.38,17.6,0.00,0
64.949,0.78,14.84,-0.12,14.47,0.69,-28.41,0.65,16.09,0.00,0.79,45.50,10.85,20,30.19,2.36,2824,10.34,18.0,0.00,0
65.039,0.78,14.84,-0.12,14.47,0.66,-28.34,0.65,16.09,0.00,0.79,45.50,10.74,20,30.31,2.36,2798,11.24,18.0,0.00,0
65.144,1.56,14.84,0.00,14.59,0.67,-28.75,0.64,16.11,0.00,0.79,45.50,10.83,20,30.32,2.38,2820,11.72,18.0,0.00,0
65.235,1.56,14.84,0.00,14.59,0.67,-28.61,0.65,16.09,0.00,0.79,45.50,10.84,20,30.42,2.36,2822,11.79,18.0,0.00,0
65.335,0.78,14.84,-0.12,14.36,0.67,-28.54,0.65,16.08,0.00,0.79,45.50,11.35,20,30.76,2.38,2800,11.65,18.0,0.00,0
65.433,0.00,14.84,-0.12,14.36,0.74,-28.75,0.65,16.06,0.00,0.79,45.50,10.84,20,30.53,2.36,2822,11.45,18.0,0.00,0
65.532,-0.78,14.84,-0.12,14.36,0.77,-28.75,0.65,16.05,0.00,0.79,45.50,10.77,20,30.54,2.38,2804,11.72,18.0,0.00,0
65.632,0.00,14.84,-0.12,14.47,0.71,-28.48,0.65,16.07,0.00,0.79,45.50,10.84,20,30.65,2.36,2824,11.58,18.0,0.00,0
65.728,0.00,14.84,-0.12,14.47,0.70,-28.82,0.65,16.07,0.00,0.79,45.50,10.78,20,30.08,2.36,2806,11.45,18.0,0.00,0
65.826,-0.78,14.84,-0.12,14.36,0.76,-28.48,0.65,16.05,0.00,0.79,45.50,10.78,20,30.53,2.36,2806,10.62,18.0,0.00,0
65.922,0.00,14.84,-0.12,14.47,0.71,-28.34,0.65,16.06,0.00,0.79,45.50,10.85,20,30.75,2.36,2824,11.38,18.0,0.00,0
66.022,0.78,14.84,0.00,14.59,0.58,-28.06,0.65,16.06,0.00,0.79,45.50,10.77,20,30.53,2.38,2804,11.51,18.0,0.00,0
66.130,0.78,14.84,0.00,14.59,0.65,-28.41,0.65,16.07,0.00,0.79,45.50,10.86,20,30.53,2.38,2828,10.96,18.0,0.00,0
66.220,0.78,14.84,0.00,14.47,0.70,-28.20,0.65,16.05,0.00,0.79,45.50,10.79,20,30.30,2.36,2809,11.03,18.0,0.00,0
66.316,0.78,14.84,-0.12,14.47,0.66,-28.48,0.65,16.05,0.00,0.79,45.50,10.76,20,30.42,2.36,2802,11.24,17.6,0.00,0
66.421,-0.78,14.84,-0.12,14.36,0.71,-28.75,0.65,16.09,0.00,0.79,45.50,10.86,20,30.42,2.38,2828,10.89,17.6,0.00,0
66.508,0.78,14.84,0.00,14.47,0.76,-28.61,0.65,16.07,0.00,0.79,45.50,10.80,20,30.31,2.36,2813,10.82,18.0,0.00,0
66.613,0.00,14.84,-0.12,14.47,0.67,-28.48,0.65,16.07,0.00,0.79,45.50,10.87,20,30.54,2.38,2830,10.69,18.0,0.00,0
66.704,0.00,14.84,-0.12,14.47,0.69,-28.41,0.65,16.09,0.00,0.79,45.50,10.79,20,30.31,2.36,2809,11.31,18.0,0.00,0
66.802,0.00,14.84,0.00,14.47,0.78,-28.61,0.65,16.08,0.00,0.79,45.50,10.78,20,30.42,2.36,2807,11.51,18.0,0.00,0
66.905,0.00,14.84,-0.12,14.47,0.66,-28.41,0.65,16.08,0.00,0.79,45.50,10.86,20,30.54,2.36,2829,11.65,18.0,0.00,0
67.005,0.78,14.84,-0.12,14.47,0.64,-28.82,0.65,16.08,0.00,0.79,45.50,10.79,20,30.20,2.36,2809,10.55,17.6,0.00,0
67.102,0.78,14.84,0.00,14.47,0.73,-28.82,0.65,16.10,0.00,0.79,45.50,10.87,20,30.31,2.36,2832,11.51,18.0,0.00,0
67.200,0.78,14.84,0.00,14.59,0.70,-28.54,0.65,16.09,0.00,0.79,45.50,10.88,20,30.54,2.38,2832,11.72,18.0,0.00,0
67.299,0.78,14.84,-0.12,14.47,0.60,-28.82,0.65,16.07,0.00,0.79,45.50,10.80,20,30.20,2.36,2813,12.00,18.0,0.00,0
67.392,0.00,14.84,-0.12,14.36,0.70,-28.82,0.64,16.10,0.00,0.79,45.50,10.88,20,30.76,2.38,2833,11.72,18.0,0.00,0
67.493,0.78,14.84,0.00,14.47,0.73,-28.75,0.65,16.09,0.00,0.79,45.50,10.81,20,30.42,2.36,2814,11.65,18.0,0.00,0
67.593,0.00,14.84,-0.12,14.47,0.68,-28.54,0.65,16.07,0.00,0.79,45.50,10.87,20,30.76,2.38,2832,11.65,18.0,0.00,0
67.691,0.00,14.84,-0.12,14.47,0.69,-28.89,0.65,16.06,0.00,0.79,45.50,10.88,20,30.54,2.36,2834,11.65,18.0,0.00,0
67.788,0.00,14.84,-0.12,14.36,0.77,-28.61,0.65,16.09,0.00,0.79,45.50,10.80,20,30.65,2.38,2813,11.79,17.6,0.00,0
67.888,0.00,14.84,-0.12,14.47,0.71,-28.61,0.65,16.08,0.00,0.79,45.50,10.88,20,30.42,2.36,2833,11.79,18.0,0.00,0
67.978,-0.78,14.84,-0.12,14.36,0.69,-28.89,0.65,16.11,0.00,0.79,45.50,10.82,20,30.31,2.36,2818,11.45,17.6,0.00,0
68.079,0.00,14.84,0.00,14.47,0.70,-28.96,0.64,16.10,0.00,0.79,45.50,10.81,20,30.65,2.36,2816,11.93,18.0,0.00,0
68.182,0.00,14.84,0.00,14.47,0.66,-28.48,0.65,16.10,0.00,0.79,45.50,10.89,20,30.31,2.36,2836,11.65,18.0,0.00,0
68.280,0.78,14.84,0.00,14.59,0.61,-28.54,0.65,16.09,0.00,0.79,45.50,10.82,20,30.53,2.36,2818,11.51,18.0,0.00,0
68.376,0.00,14.84,0.00,14.47,0.71,-28.82,0.65,16.08,0.00,0.79,45.50,10.88,20,30.31,2.36,2834,11.58,18.0,0.00,0
68.468,0.78,14.84,0.00,14.47,0.73,-28.75,0.65,16.09,0.00,0.79,45.50,10.80,20,30.54,2.36,2813,11.79,18.0,0.00,0
68.572,0.00,14.84,-0.12,14.47,0.66,-28.61,0.64,16.09,0.00,0.79,45.50,10.81,20,30.42,2.38,2815,11.79,18.0,0.00,0
68.673,0.00,14.84,-0.12,14.47,0.73,-28.75,0.64,16.10,0.00,0.79,45.50,10.91,20,30.31,2.36,2840,11.58,17.6,0.00,0
68.761,0.78,14.84,0.00,14.47,0.70,-28.89,0.64,16.09,0.00,0.79,45.50,10.83,20,30.20,2.36,2820,11.45,18.0,0.00,0
68.860,0.00,14.84,0.00,14.59,0.64,-28.82,0.64,16.09,0.00,0.79,45.50,10.91,20,30.20,2.38,2840,11.86,18.0,0.00,0
68.968,0.00,14.84,-0.12,14.36,0.67,-28.89,0.64,16.09,0.00,0.79,45.50,10.90,20,30.31,2.36,2838,11.72,18.0,0.00,0
69.060,0.00,14.84,0.00,14.47,0.73,-28.96,0.64,16.10,0.00,0.79,45.50,10.83,20,30.31,2.36,2820,11.79,18.0,0.00,0
69.169,0.00,14.84,-0.12,14.47,0.64,-28.82,0.64,16.10,0.00,0.79,45.50,10.91,20,30.20,2.36,2841,11.93,18.0,0.00,0
69.266,0.78,14.84,0.00,14.59,0.63,-28.96,0.64,16.10,0.00,0.79,45.50,10.84,20,30.54,2.36,2822,10.89,18.0,0.00,0
69.358,0.00,14.84,0.00,14.47,0.74,-28.82,0.64,16.10,0.00,0.79,45.50,10.84,20,30.08,2.36,2824,11.58,17.6,0.00,0
69.458,0.78,14.84,-0.12,14.47,0.69,-28.75,0.64,16.09,0.00,0.79,45.50,10.92,20,30.54,2.36,2844,11.72,17.6,0.00,0
69.556,0.00,14.84,-0.12,14.36,0.65,-28.82,0.64,16.09,0.00,0.79,45.50,10.84,20,30.31,2.36,2823,11.72,17.6,0.00,0
69.647,0.78,14.84,0.00,14.47,0.74,-29.16,0.64,16.10,0.00,0.79,45.50,10.92,20,30.31,2.36,2845,10.89,17.6,0.00,0
69.748,0.78,14.84,0.00,14.47,0.72,-28.96,0.64,16.13,0.00,0.79,45.50,10.92,20,30.19,2.36,2844,11.79,18.0,0.00,0
69.846,0.78,14.84,0.00,14.47,0.60,-28.96,0.64,16.08,0.00,0.79,45.50,10.83,20,30.54,2.36,2820,11.79,17.6,0.00,0
69.938,0.78,14.84,0.00,14.47,0.70,-29.23,0.64,16.11,0.00,0.79,45.50,10.92,20,30.53,2.36,2844,12.00,17.6,0.00,0
70.036,0.78,14.84,-0.12,14.47,0.74,-28.89,0.65,16.09,0.00,0.79,45.50,10.85,20,30.31,2.36,2826,12.00,17.6,0.00,0
70.136,0.00,14.84,-0.12,14.36,0.71,-29.03,0.64,16.10,0.00,0.79,45.50,10.85,20,30.54,2.36,2825,11.79,17.6,0.00,0
70.237,-0.78,14.84,-0.12,14.36,0.71,-29.03,0.64,16.11,0.00,0.79,45.50,10.92,20,30.31,2.36,2845,10.89,17.6,0.00,0
70.337,0.78,14.84,0.00,14.47,0.72,-29.03,0.64,16.11,0.00,0.79,45.50,10.86,20,30.43,2.36,2827,11.17,17.6,0.00,0
70.436,0.78,14.84,0.00,14.59,0.58,-28.75,0.64,16.11,0.00,0.79,45.50,10.85,20,30.31,2.36,2825,11.24,18.0,0.00,0
70.530,0.00,14.84,-0.12,14.36,0.69,-29.03,0.64,16.11,0.00,0.79,45.50,10.95,20,30.54,2.36,2851,11.72,18.0,0.00,0
70.632,0.00,14.84,0.00,14.47,0.75,-29.16,0.64,16.10,0.00,0.79,45.50,10.86,20,30.54,2.36,2828,11.86,18.0,0.00,0
70.727,0.00,14.84,-0.12,14.47,0.65,-28.96,0.64,16.11,0.00,0.79,45.50,10.94,20,30.54,2.36,2848,11.31,17.6,0.00,0
70.822,0.00,14.84,0.00,14.47,0.66,-28.96,0.64,16.10,0.00,0.79,45.50,10.94,20,30.32,2.36,2849,11.31,18.0,0.00,0
70.923,0.00,14.84,0.00,14.47,0.77,-29.30,0.64,16.12,0.00,0.79,45.50,10.87,20,30.20,2.38,2830,12.13,18.0,0.00,0
71.021,0.00,14.84,0.00,14.47,0.64,-28.89,0.64,16.10,0.00,0.79,45.50,10.94,20,30.54,2.36,2849,12.00,17.6,0.00,0
71.116,0.00,14.84,-0.12,14.47,0.60,-28.82,0.64,16.11,0.00,0.79,45.50,10.85,20,30.42,2.38,2824,11.79,17.6,0.00,0
71.218,0.00,14.84,0.00,14.47,0.73,-29.03,0.64,16.09,0.00,0.79,45.50,10.87,20,30.54,2.36,2831,11.86,17.6,0.00,0
71.312,0.00,14.84,-0.12,14.47,0.73,-28.82,0.64,16.12,0.00,0.79,45.50,10.94,20,30.31,2.36,2849,12.00,18.0,0.00,0
71.415,0.00,14.84,0.00,14.59,0.65,-28.96,0.64,16.10,0.00,0.79,45.50,10.86,20,30.53,2.36,2828,10.89,18.0,0.00,0
71.516,0.00,14.84,0.00,14.47,0.72,-29.16,0.64,16.11,0.00,0.79,45.50,10.88,20,30.31,2.38,2833,12.00,18.0,0.00,0
71.604,0.78,14.84,0.00,14.47,0.71,-28.82,0.64,16.09,0.00,0.79,45.50,10.93,20,30.31,2.36,2846,11.72,18.0,0.00,0
71.701,0.00,14.84,-0.12,14.47,0.62,-28.89,0.64,16.09,0.00,0.79,45.50,10.89,20,30.65,2.36,2836,11.86,18.0,0.00,0
71.801,-0.78,14.84,-0.12,14.36,0.77,-28.82,0.64,16.12,0.00,0.79,45.50,10.96,20,30.32,2.36,2855,12.07,17.6,0.00,0
71.902,0.00,14.84,-0.12,14.47,0.74,-28.96,0.64,16.08,0.00,0.79,45.50,10.96,20,30.54,2.38,2853,11.24,17.6,0.00,0
72.003,-0.78,14.84,-0.12,14.47,0.66,-28.89,0.64,16.09,0.00,0.79,45.50,10.89,20,30.54,2.36,2836,11.93,18.0,0.00,0
72.099,-0.78,14.84,0.00,14.47,0.73,-29.03,0.64,16.09,0.00,0.79,45.50,10.97,20,30.31,2.36,2858,12.00,18.0,0.00,0
72.199,-0.78,14.84,-0.12,14.47,0.72,-29.03,0.64,16.13,0.00,0.79,45.50,10.98,20,30.55,2.36,2859,12.00,18.0,0.00,0
72.298,0.00,14.84,0.00,14.59,0.59,-29.16,0.64,16.13,0.00,0.79,45.50,10.88,20,30.54,2.36,2833,12.13,17.6,0.00,0
72.395,0.00,14.84,0.00,14.59,0.69,-29.30,0.64,16.13,0.00,0.79,45.50,10.97,20,30.20,2.36,2857,11.17,17.6,0.00,0
72.488,0.00,14.84,0.00,14.47,0.71,-29.03,0.64,16.11,0.00,0.79,45.50,10.89,20,30.54,2.36,2835,11.31,17.6,0.00,0
72.586,-0.78,14.84,-0.12,14.47,0.65,-29.03,0.64,16.11,0.00,0.79,45.50,10.87,20,30.31,2.36,2832,11.24,17.6,0.00,0
72.681,-1.56,14.84,-0.12,14.36,0.76,-29.37,0.64,16.11,0.00,0.79,45.50,10.98,20,30.32,2.36,2860,11.45,17.6,0.00,0
72.783,-0.78,14.84,-0.12,14.47,0.75,-30.06,0.63,16.12,0.00,0.79,45.50,10.91,20,29.87,2.36,2842,10.27,17.6,0.00,0
72.889,-0.78,14.84,-0.12,14.47,0.67,-30.41,0.63,16.17,0.00,0.79,46.00,10.89,20,29.88,2.36,2836,10.55,17.6,0.00,0
72.977,-1.56,14.84,-0.12,14.36,0.70,-30.96,0.63,16.21,0.00,0.79,46.00,10.95,20,29.33,2.34,2852,10.82,16.5,0.00,0
73.087,-1.56,14.84,-0.12,14.47,0.77,-33.16,0.61,16.27,0.00,0.79,46.00,10.31,20,28.06,2.30,2842,7.38,16.5,0.00,0
73.178,-3.91,14.84,-0.12,14.24,0.78,-34.82,0.59,16.42,0.00,0.79,46.50,9.70,20,27.56,2.30,2842,7.79,16.5,0.00,0
73.273,-3.12,14.84,0.00,14.47,0.74,-35.44,0.58,16.50,0.00,0.79,46.50,9.76,20,27.55,2.30,2860,8.55,16.5,0.00,0
73.368,-1.56,14.84,0.00,14.70,0.60,-35.37,0.58,16.55,0.00,0.79,46.50,9.69,20,27.56,2.30,2839,9.31,16.5,0.00,0
73.470,0.78,14.84,0.00,14.81,0.47,-35.23,0.58,16.57,0.00,0.79,46.50,9.69,20,27.67,2.30,2838,9.72,16.5,0.00,0
73.566,0.00,14.84,0.00,14.70,0.35,-35.51,0.58,16.55,0.00,0.79,46.50,9.76,20,27.56,2.30,2858,9.93,16.5,0.00,0
73.662,0.78,14.84,0.00,14.59,0.57,-35.65,0.58,16.54,0.00,0.79,46.50,9.69,20,27.56,2.30,2838,10.07,16.5,0.00,0
73.777,0.78,14.84,0.00,14.59,0.62,-35.51,0.58,16.55,0.00,0.79,46.50,9.75,20,27.46,2.30,2857,9.93,16.5,0.00,0
73.866,0.78,14.84,0.00,14.59,0.56,-35.78,0.58,16.59,0.00,0.79,46.50,9.75,20,27.36,2.30,2856,10.20,16.5,0.00,0
73.963,0.78,14.84,0.00,14.47,0.72,-36.06,0.58,16.57,0.00,0.79,46.50,9.68,20,27.57,2.30,2836,10.48,16.5,0.00,0
74.059,0.78,14.84,0.00,14.59,0.75,-35.92,0.58,16.58,0.00,0.79,46.50,9.76,21,27.14,2.30,2858,10.55,16.5,0.00,0
74.159,0.00,14.84,-0.12,14.47,0.66,-36.06,0.57,16.58,0.00,0.79,46.50,9.75,21,27.25,2.30,2858,10.82,16.5,0.00,0
74.250,0.78,14.84,0.00,14.47,0.72,-36.20,0.57,16.57,0.00,0.79,46.50,9.68,21,27.36,2.30,2836,10.89,16.5,0.00,0
74.347,0.78,14.84,0.00,14.59,0.69,-36.06,0.58,16.58,0.00,0.79,46.50,9.74,21,27.25,2.30,2853,10.55,16.5,0.00,0
74.447,0.00,14.84,-0.12,14.47,0.66,-36.27,0.58,16.58,0.00,0.79,46.50,9.75,21,27.25,2.30,2857,10.96,16.5,0.00,0
74.543,0.00,14.84,0.00,14.47,0.75,-36.61,0.58,16.54,0.00,0.79,46.50,9.68,21,27.14,2.30,2835,10.69,16.5,0.00,0
74.641,0.00,14.84,0.00,14.47,0.75,-36.27,0.58,16.59,0.00,0.79,46.50,9.74,21,27.25,2.30,2853,10.89,16.5,0.00,0
74.741,0.00,14.84,0.00,14.59,0.64,-36.54,0.57,16.60,0.00,0.79,46.50,9.67,21,27.25,2.30,2832,10.89,16.5,0.00,0
74.837,0.00,14.84,0.00,14.47,0.65,-36.47,0.57,16.59,0.00,0.79,46.50,9.66,21,26.94,2.30,2831,10.82,16.5,0.00,0
74.941,0.78,14.84,0.00,14.59,0.71,-36.34,0.57,16.61,0.00,0.79,46.50,9.73,21,27.04,2.30,2852,11.03,16.5,0.00,0
75.037,1.56,14.84,0.00,14.59,0.54,-36.68,0.57,16.62,0.00,0.79,46.50,9.67,21,27.26,2.30,2832,11.10,16.5,0.00,0
75.131,0.78,14.84,0.00,14.47,0.56,-36.54,0.57,16.61,0.00,0.79,46.50,9.67,21,27.15,2.30,2832,11.17,16.5,0.00,0
75.231,1.56,14.84,0.00,14.47,0.73,-36.34,0.57,16.61,0.00,0.79,46.50,9.73,21,27.14,2.30,2850,10.96,16.5,0.00,0
75.329,0.78,14.84,-0.12,14.47,0.65,-36.40,0.57,16.59,0.00,0.79,46.50,9.67,21,26.94,2.30,2832,10.82,16.5,0.00,0
75.428,0.78,14.84,0.00,14.47,0.70,-36.75,0.57,16.61,0.00,0.79,46.50,9.73,21,27.15,2.30,2850,11.03,16.5,0.00,0
75.527,0.78,14.84,0.00,14.47,0.72,-36.40,0.57,16.59,0.00,0.79,46.50,9.74,21,27.15,2.30,2852,11.10,16.5,0.00,0
75.620,0.78,14.84,-0.12,14.47,0.65,-36.27,0.57,16.58,0.00,0.79,46.50,9.64,21,27.04,2.30,2826,10.96,16.5,0.00,0
75.726,0.78,14.84,0.00,14.47,0.63,-36.20,0.57,16.62,0.00,0.79,46.50,9.73,21,27.04,2.30,2850,11.10,16.5,0.00,0
75.821,1.56,14.84,0.00,14.70,0.72,-36.34,0.57,16.58,0.00,0.79,46.50,9.67,21,26.93,2.30,2832,10.69,16.5,0.00,0
75.922,0.78,14.84,0.00,14.59,0.53,-36.34,0.57,16.59,0.00,0.79,46.50,9.65,21,26.94,2.30,2826,10.82,16.5,0.00,0
76.018,1.56,14.84,0.00,14.59,0.58,-36.40,0.57,16.61,0.00,0.79,46.50,9.72,21,27.15,2.30,2846,11.10,16.5,0.00,0
76.117,2.34,14.84,0.00,14.59,0.73,-36.54,0.57,16.62,0.00,0.79,46.50,9.65,21,27.25,2.30,2828,10.96,16.5,0.00,0
76.208,1.56,14.84,-0.12,14.47,0.68,-36.40,0.57,16.61,0.00,0.79,46.50,9.64,21,27.04,2.30,2825,10.82,16.5,0.00,0
76.316,1.56,14.84,0.00,14.47,0.68,-36.40,0.57,16.60,0.00,0.79,46.50,9.73,21,27.15,2.30,2849,10.76,16.5,0.00,0
76.410,1.56,14.84,0.00,14.47,0.71,-36.68,0.57,16.60,0.00,0.79,46.50,9.65,21,27.04,2.28,2828,11.17,16.5,0.00,0
76.510,0.78,14.84,-0.12,14.47,0.71,-36.20,0.57,16.61,0.00,0.79,46.50,9.71,21,27.04,2.30,2844,10.96,16.5,0.00,0
76.600,0.78,14.84,0.00,14.47,0.60,-36.47,0.57,16.60,0.00,0.79,46.50,9.71,21,26.83,2.30,2846,10.76,16.5,0.00,0
76.700,0.78,14.84,0.00,14.47,0.73,-36.34,0.57,16.60,0.00,0.79,46.50,9.65,21,27.04,2.30,2826,10.82,16.5,0.00,0
76.803,0.78,14.84,-0.12,14.47,0.75,-36.34,0.58,16.60,0.00,0.79,46.50,9.70,21,27.04,2.30,2842,10.89,16.5,0.00,0
76.902,0.78,14.84,0.00,14.47,0.67,-36.68,0.57,16.61,0.00,0.79,46.50,9.64,21,27.15,2.30,2823,10.96,16.5,0.00,0
76.992,0.78,14.84,0.00,14.59,0.69,-36.68,0.57,16.64,0.00,0.79,46.50,9.65,21,27.15,2.30,2826,10.96,16.5,0.00,0
77.092,1.56,14.84,0.00,14.59,0.71,-36.40,0.57,16.61,0.00,0.79,46.50,9.72,21,27.25,2.30,2848,11.10,16.5,0.00,0
77.190,0.78,14.84,-0.12,14.47,0.61,-36.34,0.57,16.61,0.00,0.79,46.50,9.62,21,27.15,2.28,2819,11.03,16.5,0.00,0
77.289,0.78,14.84,0.00,14.47,0.67,-36.47,0.57,16.62,0.00,0.79,46.50,9.69,21,27.04,2.30,2838,10.96,16.5,0.00,0
77.388,1.56,14.84,0.00,14.59,0.68,-36.27,0.57,16.62,0.00,0.79,46.50,9.69,21,26.73,2.28,2839,11.03,16.5,0.00,0
77.486,1.56,14.84,0.00,14.59,0.58,-36.20,0.57,16.62,0.00,0.79,46.50,9.63,21,27.15,2.30,2820,10.69,16.5,0.00,0
77.588,1.56,14.84,0.00,14.47,0.53,-36.34,0.58,16.62,0.00,0.79,46.50,9.70,21,26.83,2.28,2842,10.96,16.5,0.00,0
77.678,1.56,14.84,0.00,14.47,0.74,-35.99,0.57,16.62,0.00,0.79,46.50,9.63,21,27.04,2.30,2823,11.03,16.5,0.00,0
77.786,0.78,14.84,-0.12,14.47,0.70,-36.20,0.57,16.60,0.00,0.79,46.50,9.61,21,27.25,2.30,2815,10.96,16.5,0.00,0
77.876,0.78,14.84,-0.12,14.47,0.61,-36.40,0.58,16.59,0.00,0.79,46.50,9.68,21,26.83,2.28,2834,10.89,16.5,0.00,0
77.980,0.78,14.84,0.00,14.47,0.67,-36.40,0.57,16.60,0.00,0.79,46.50,9.61,21,26.94,2.28,2817,11.03,16.5,0.00,0
78.070,1.56,14.84,0.00,14.59,0.62,-36.13,0.57,16.61,0.00,0.79,46.50,9.68,21,27.03,2.30,2836,10.96,16.5,0.00,0
78.175,1.56,14.84,0.00,14.59,0.53,-36.40,0.57,16.58,0.00,0.79,46.50,9.67,21,27.04,2.28,2833,10.76,16.5,0.00,0
78.275,1.56,14.84,0.00,14.59,0.61,-36.34,0.57,16.60,0.00,0.79,46.50,9.60,21,26.94,2.30,2813,11.03,16.5,0.00,0
78.372,2.34,14.84,0.00,14.59,0.71,-36.13,0.58,16.59,0.00,0.79,46.50,9.67,21,27.15,2.30,2832,10.96,16.5,0.00,0
78.468,1.56,14.84,0.00,14.59,0.59,-36.20,0.58,16.62,0.00,0.79,46.50,9.58,21,27.15,2.30,2808,10.69,16.5,0.00,0
78.565,1.56,14.84,0.00,14.47,0.68,-36.34,0.58,16.61,0.00,0.79,46.50,9.66,21,27.04,2.30,2830,10.76,16.5,0.00,0
78.662,1.56,14.84,0.00,14.47,0.75,-36.27,0.58,16.59,0.00,0.79,46.50,9.64,21,27.15,2.30,2824,10.82,16.5,0.00,0
78.760,2.34,14.84,0.00,14.59,0.67,-36.27,0.58,16.61,0.00,0.79,46.50,9.57,21,27.15,2.30,2805,10.69,16.5,0.00,0
78.862,0.78,14.84,0.00,14.47,0.64,-36.34,0.58,16.62,0.00,0.79,46.50,9.65,21,27.04,2.30,2826,10.96,16.5,0.00,0
78.956,1.56,14.84,0.00,14.47,0.73,-36.34,0.58,16.61,0.00,0.79,46.50,9.56,21,27.15,2.28,2800,10.76,16.5,0.00,0
79.054,2.34,14.84,0.00,14.59,0.68,-35.99,0.58,16.62,0.00,0.79,46.50,9.61,21,27.04,2.30,2816,10.69,16.5,0.00,0
79.155,2.34,14.84,0.00,14.59,0.55,-36.20,0.58,16.59,0.00,0.79,46.50,9.61,21,27.04,2.30,2817,10.69,16.5,0.00,0
